MacAddress,Company
00:50:C2:39:E,A.R.G ElectroDesign Ltd
00:1F:62,JSC Stilsoft
00:E0:DA,Alcatel-Lucent Enterprise
00:0D:10,Embedtronics Oy
E0:67:81,Dongguan Liesheng Electronic Co.
98:49:14,Wistron Neweb Corporation
00:11:1F,Doremi Labs
00:08:69,Command-e Technology Co.
D4:93:98,Nokia Corporation
00:1B:C5:03:2,Osborne Coinage Co
00:01:C7,Cisco Systems
70:B3:D5:CB:C,Procon Electronics Pty Ltd
F8:C6:78,Carefusion
A4:E5:7C,Espressif Inc.
8C:1F:64:0E:A,SmartSky Networks LLC
94:8B:C1,Samsung Electronics Co.
6C:41:6A,Cisco Systems
CC:90:93,Hansong Tehnologies
00:50:C2:EB:9,ALPHA-MOS
24:D7:EB,Espressif Inc.
64:51:F4,Huawei Device Co.
94:F5:24,Chengdu BeiZhongWangXin Technology Co.Ltd
00:50:C2:84:1,Connection Electronics Ltd.
00:14:C9,Brocade Communications Systems LLC
E8:08:8B,HUAWEI TECHNOLOGIES CO.
84:E8:CB,BUFFALO.INC
00:50:C2:DF:D,Wotbox ltd
40:11:75:D,NanJing HuaStart Network Technology Co.
7C:7B:E4,ZSEDAI KENKYUSHO CORPORATION
00:03:B0,Xsense Technology Corp.
14:78:0B,Varex Imaging Deutschland AG
30:EA:26,Sycada BV
EC:8E:B5,Hewlett Packard
FC:F7:63,KunGao Micro (JiangSu) Co.
00:50:C2:40:9,KTEC LTD
40:D8:55:08:9,Wuhan Xingtuxinke ELectronic Co.
68:ED:57,Juniper Networks
70:0B:4F,Cisco Systems
70:B3:D5:83:2,Potter Electric Signal Co. LLC
00:06:46,ShenZhen XunBao Network Technology Co Ltd
78:DD:12,Arcadyan Corporation
E0:EF:25,Lintes Technology Co.
B0:FF:72:E,HANNING  KAHL GmbH  Co. KG
70:B3:D5:83:E,The Dini Group
0C:51:D0,Altice Labs S.A.
38:92:2E,ArrayComm
04:E4:B6,Samsung Electronics Co.
50:89:65,SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.
00:50:C2:C4:2,Saia-Burgess Controls AG
00:13:7D,Dynalab
20:17:46,Paradromics
00:1E:0E,MAXI VIEW HOLDINGS LIMITED
40:F4:07,Nintendo Co.
70:B3:D5:26:1,Potter Electric Signal Co. LLC
00:1D:F7,R. STAHL Schaltger??te GmbH
00:15:AB,PRO CO SOUND INC
98:6D:35:9,Advanced Diagnostics LTD
1C:88:79:1,ANDRA Sp. z o. o.
0C:98:38,Xiaomi Communications Co Ltd
7C:C8:DF,Apple
00:13:82,Cetacea Networks Corporation
E4:75:DC,Arcadyan Corporation
00:50:C2:60:2,CHAUVIN ARNOUX
00:1D:9C,Rockwell Automation
14:60:CB,Apple
00:50:C2:7B:2,A.D.I Video technologies
64:ED:57,ARRIS Group
1C:87:74:8,Surtec Industries
40:D8:55:09:A,CoherentPlus Sdn Bhd
00:0B:A1,Fujikura Solutions Ltd.
00:50:C2:4F:1,Packet Island Inc.
00:38:DF,Cisco Systems
00:56:6D,Huawei Device Co.
00:90:7F,WatchGuard Technologies
C8:40:52,PAX Computer Technology(Shenzhen) Ltd.
5C:85:7E:A,Zhejiang Jetron Ark Digital Technology Co.
00:50:C2:1F:B,Willowglen Systems Inc.
70:B3:D5:CF:F,DTECH Labs
64:11:A4,Motorola Mobility LLC
00:50:C2:00:5,GD California
48:5E:0E:1,Dongguan YEHUO Technology Co.
00:07:8A,Mentor Data System Inc.
00:25:33,WITTENSTEIN AG
00:23:7E,ELSTER GMBH
44:D4:E0,Sony Mobile Communications Inc
2C:F7:F1,Seeed Technology Inc.
C4:44:A0,Cisco Systems
00:90:C8,WAVERIDER COMMUNICATIONS (CANADA) INC.
00:50:C2:83:8,T PROJE MUHENDISLIK DIS. TIC. LTD. STI.
00:50:C2:DB:6,PROSOFT-SYSTEMS LTD
D0:D4:12,ADB Broadband Italia
00:50:C2:22:F,HTEC Limited
00:50:C2:84:F,Gamber-Johnson LLC
00:0F:86,BlackBerry RTS
C4:CA:2B,Arista Networks
B4:35:64,Fujian Tian Cheng Electron Science  Technical Development Co.
90:F3:B8,China Mobile Group Device Co.
00:50:C2:1A:E,Home Director
C0:22:F1:1,COMMUP WUHAN NETWORK TECHNOLOGY CO.
00:18:26,Cale Access AB
48:DC:2D,HUAWEI TECHNOLOGIES CO.
E0:68:EE,Phyplus Microelectronics Limited
00:0C:D9,Itcare Co.
A4:B5:2E,Integrated Device Technology (Malaysia) Sdn. Bhd.
00:24:1D,GIGA-BYTE TECHNOLOGY CO.
C4:A5:59,IEEE Registration Authority
0C:FD:37,SUSE Linux GmbH
70:B3:D5:CB:0,Ossiaco
00:25:5D,Morningstar Corporation
98:B1:77,LANDIS  GYR
00:25:85,KOKUYO ST Co.
28:D0:43,AzureWave Technology Inc.
CC:66:B2,Nokia
EC:F8:EB,SICHUAN TIANYI COMHEART TELECOMCO.
8C:1F:64:97:E,SONA NETWORKS PRIVATE LIMITED
70:B3:D5:7A:7,Symbicon Ltd
00:60:3D,3CX
88:34:FE,Bosch Automotive Products (Suzhou) Co. Ltd
5C:FB:7C,Shenzhen Jingxun Software Telecommunication Technology Co.
70:B3:D5:0F:8,Special Services Group
14:61:A4,Honor Device Co.
CC:F9:F0,Samsung Electronics Co.
10:A1:3B,FUJIKURA RUBBER LTD.
00:1E:B7,TBTech
8C:1F:64:E1:1,C-Octopus
7C:BB:8A,Nintendo Co.
00:0E:F4,Kasda Networks Inc
70:B3:D5:59:3,Asis Pro
00:C0:94,VMX INC.
70:B3:D5:39:D,Comark Interactive Solutions
00:50:C2:79:C,Vital Systems Inc
10:33:BF,Technicolor CH USA Inc.
00:D0:00,FERRAN SCIENTIFIC
A4:F8:41,Apple
00:0B:DC,AKCP
8C:1F:64:F2:3,IDEX India Pvt Ltd
20:6A:94,Hitron Technologies. Inc
0C:A6:94,Sunitec Enterprise Co.
B4:6B:FC,Intel Corporate
78:5E:E8:E,Suzhou Tianping Advanced Digital Technologies Co.Ltd
88:63:C5,HUAWEI TECHNOLOGIES CO.
F4:15:35,SPON Communication Technology Co.
70:B3:D5:DB:C,Gamber Johnson-LLC
00:17:80,Applied Biosystems B.V.
00:50:C2:55:B,MATRIX TELECOM PVT. LTD.
FC:47:D8,Apple
00:40:9D,DigiBoard
68:E1:54,SiMa.ai
10:C0:7C,Blu-ray Disc Association
F0:AC:D7:2,QUANTUM POWER SYSTEMS
00:50:C2:10:8,Balogh S.A.
68:FC:B6,GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.
F8:8F:CA,Google
D0:93:95:2,ATT
00:15:BD,Group 4 Technology Ltd
00:1F:0C,Intelligent Digital Services GmbH
BC:F9:F2,TEKO
00:50:C2:AA:7,Endeas Oy
3C:B8:D6,Bluebank Communication Technology Co.
84:9C:A6,Arcadyan Technology Corporation
7C:B2:7D,Intel Corporate
00:1C:5F,Winland Electronics
00:50:C2:64:4,Phytec Messtechnik GmbH
70:B3:D5:85:0,REO AG
00:30:7C,ADID SA
1C:4B:D6,AzureWave Technology Inc.
A0:B1:00,ShenZhen Cando Electronics Co.
50:48:EB,BEIJING HAIHEJINSHENG NETWORK TECHNOLOGY CO. LTD.
DC:D9:AE,Nokia Shanghai Bell Co.
8C:1F:64:4C:D,Guan Show Technologe Co.
A4:5A:1C,smart-electronic GmbH
58:A2:E1,Mellanox Technologies
58:E4:34,Juniper Networks
A4:BA:70,Beijing Xiaomi Mobile Software Co.
00:B0:19,UTC CCS
00:21:5A,Hewlett Packard
00:50:C2:42:9,Matthews Australasia
00:00:1D,Cabletron Systems
28:BA:B5,Samsung Electronics Co.
9C:6B:72,Realme Chongqing MobileTelecommunications Corp Ltd
00:40:64,KLA INSTRUMENTS CORPORATION
00:50:C2:81:F,2N TELEKOMUNIKACE a.s.
EC:AB:3E,ESSYS
00:1B:C5:0A:C,AVnu Alliance
00:00:0B,MATRIX CORPORATION
54:5E:BD,NL Technologies
20:3D:66,ARRIS Group
5A:E6:60,nyantec GmbH
00:1C:EE,SHARP Corporation
60:8C:DF,Beamtrail-Sole Proprietorship
8C:1F:64:FA:4,China Information Technology Designing Consulting Institute Co.
9C:F8:6B,AgiTech Distribution Limited
08:00:64,Sitasys AG
C8:CA:63,Huawei Device Co.
A4:B0:F5,Texas Instruments
28:92:4A,Hewlett Packard
00:90:77,ADVANCED FIBRE COMMUNICATIONS
8C:1F:64:89:8,Copper Connections Ltd
00:50:C2:2F:9,Digilent Inc.
00:02:60,Accordion Networks
10:52:1C,Espressif Inc.
40:61:8E,Stella-Green Co
04:C9:91,Phistek INC.
7C:D1:C3,Apple
00:0E:2C,Netcodec co.
00:50:C2:3D:7,TTC TELEKOMUNIKACE Ltd
8C:D0:8B,WuXi Rigosys Technology Co.
00:60:27,Superior Modular Products
9C:C7:A6,AVM GmbH
74:3C:18,Taicang TW Electronics
70:B3:D5:5D:E,Hangzhou AwareTec Technology Co.
00:50:C2:AC:7,WaveIP
A0:10:77,zte corporation
00:1A:BC,U4EA Technologies Ltd
8C:1F:64:D5:6,Wisdom Audio
70:B3:D5:99:E,Trinity College Dublin
40:D8:55:1C:4,QED Advanced Systems Limited
00:1D:AC,Gigamon Systems LLC
00:22:6C,LinkSprite Technologies
00:10:D3,GRIPS ELECTRONIC GMBH
00:13:EE,JBX Designs Inc.
00:60:F2,LASERGRAPHICS
84:B5:17,Cisco Systems
00:0D:E1,Control Products
24:60:B3,Samsung Electronics Co.
00:30:51,ORBIT AVIONIC  COMMUNICATION
F4:B1:C2,Zhejiang Dahua Technology Co.
14:5F:94,HUAWEI TECHNOLOGIES CO.
94:54:CE,GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.
28:FF:3E,zte corporation
70:B3:D5:1B:D,Shenzhen Siera Technology Ltd
70:B3:D5:0C:D,AML Oceanographic
64:2F:C7,New H3C Technologies Co.
C8:5B:76,LCFC(HeFei) Electronics Technology co.
48:E6:63:7,EARWEISS TECHNOLOGY (SHENZHEN) CO
00:80:D0,COMPUTER PERIPHERALS
B0:C5:CA:A,TEM Mobile Limited
40:D8:55:07:3,Diamond Technologies
8C:53:D2,China Mobile Group Device Co.
00:80:A4,LIBERTY ELECTRONICS
00:0B:47,Advanced Energy
70:B3:D5:91:8,Glova Rail AS
70:B3:D5:AD:9,aelettronica group srl
98:A3:16,Espressif Inc.
C0:25:A5,Dell Inc.
70:B3:D5:40:E,Liaoyun Information Technology Co.
70:B3:D5:E6:7,APPLIED PROCESSING
60:BE:B4,S-Bluetech co.
8C:1F:64:83:A,Grossenbacher Systeme AG
C0:16:93,Xiaomi Communications Co Ltd
00:23:33,Cisco Systems
8C:1F:64:96:A,EA Elektro-Automatik
00:13:B3,Ecom Communications Technology Co.
8C:1F:64:28:C,Sakura Seiki Co.
34:BB:26,Motorola Mobility LLC
E8:CC:18,D-Link International
4C:E1:73:D,KTC(K-TEL)
00:50:C2:51:C,TOA Systems
2C:DC:D7,AzureWave Technology Inc.
00:19:7A,MAZeT GmbH
9C:76:0E,Apple
68:71:61,Cisco Systems
28:B3:71,Ruckus Wireless
00:22:64,Hewlett Packard
60:DB:98,Calix Inc.
68:94:23,Hon Hai Precision Ind. Co.
CC:A2:60,SICHUAN TIANYI COMHEART TELECOMCO.
9C:43:1E:3,Advanced Logic Technology (ALT) sa
AC:4B:1E,Integri-Sys.Com LLC
EC:94:D5,Juniper Networks
00:50:C2:88:E,Cardinal Scale Mfg Co
FC:59:9F,Ruijie Networks Co.
00:A0:40,Apple
00:50:C2:0A:4,Bounty Systems Pty Ltd.
24:B2:09,Avaya Inc
00:0F:3D,D-Link Corporation
24:5E:BE,QNAP Systems
E8:AC:23,HUAWEI TECHNOLOGIES CO.
00:12:31,Motion Control Systems
70:D3:13,HUAWEI TECHNOLOGIES CO.
30:52:CB,Liteon Technology Corporation
00:0E:90,PONICO CORP.
90:F4:21:4,Sansap Technology Pvt. Ltd.
EC:B3:13,SHENZHEN GONGJIN ELECTRONICS CO.
70:B3:D5:AB:B,David Horn Communications Ltd
D0:C9:01,GLA ELECTRONICS PVT LTD
8C:1F:64:BB:3,Zaruc Tecnologia LTDA
70:B3:D5:8E:7,REO AG
70:7E:43,ARRIS Group
70:B3:D5:BA:1,Cathwell AS
00:D0:68,IWILL CORPORATION
98:6D:C8,TOSHIBA MITSUBISHI-ELECTRIC INDUSTRIAL SYSTEMS CORPORATION
34:FE:9E,Fujitsu Limited
40:D8:55:1D:9,Commercial Wireless Systems International LLC.
20:C2:B0,HUAWEI TECHNOLOGIES CO.
00:30:CF,TWO TECHNOLOGIES
00:13:D8,Princeton Instruments
88:71:B1,ARRIS Group
70:B3:D5:A8:C,CYG CONTRON CO.LTD
00:02:35,Paragon Networks International
00:13:EB,Sysmaster Corporation
00:DC:B2,Extreme Networks
70:B3:D5:CA:7,i-View Communication Inc.
44:1A:FA,New H3C Technologies Co.
00:1C:5C,Integrated Medical Systems
8C:1F:64:50:D,Shenzhen Guanxin Information Technology Co.
6C:7F:0C,Cisco Meraki
70:B3:D5:E9:F,Gigaband IP LLC
00:80:FC,AVATAR CORPORATION
70:B3:D5:EB:D,midBit Technologies
04:D3:95,Motorola Mobility LLC
5C:8D:4E,Apple
E4:5E:CC,Juniper Networks
00:26:23,JRD Communication Inc
C8:98:DB:8,Voleatech GmbH
44:48:B9,MitraStar Technology Corp.
A8:48:FA,Espressif Inc.
00:0D:73,Technical Support
00:02:D4,PDA Peripherals
00:13:67,Narayon. Co.
F8:8A:3C:4,GO-LINK TECHNOLOGY CO.
C0:14:3D,Hon Hai Precision Ind. Co.
70:B3:D5:43:0,Algodue Elettronica Srl
00:0B:59,ScriptPro
54:5B:86,Panasonic Automotive Systems Co.
08:66:1F,Palo Alto Networks
44:22:F1,S.FAC
24:04:62,Siemens Energy Global GmbH  Co.KG - GT PRM
2C:55:7C,Shenzhen YOUHUA Technology Co.
00:50:C2:C4:4,Beijing Zhongherongzhi Elec.Tech.Co.
B4:A8:98,Huawei Device Co.
E8:CB:F5,Laird Connectivity
98:4C:D3,Mantis Deposition
90:B8:E0,SHENZHEN YANRAY TECHNOLOGY CO.
00:40:C8,MILAN TECHNOLOGY CORPORATION
DC:89:83,Samsung Electronics Co.
00:13:6B,E-TEC
00:06:35,PacketAir Networks
84:1C:70,zte corporation
8C:1F:64:5D:F,Roesch Walter Industrie-Elektronik GmbH
A0:13:3B,HiTi Digital
70:B3:D5:EF:8,DKS Dienstl.ges. f. Komm.anl. d. Stadt- u. Reg.verk. mbH
00:50:C2:90:7,Cristal Controles Ltee
58:49:25,E3 Enterprise
00:1E:1E,Honeywell Life Safety
8C:1F:64:73:F,UBISCALE
6C:27:C8:1,Chongqing Seres Phoenix Intelligent Innovation Technology Co.
18:B6:CC,We Corporation Inc.
70:B3:D5:E8:B,Dream DS Co.
B8:99:AE,Shenzhen MiaoMing  Intelligent Technology Co.
EC:A7:B1:3,Strongbyte Solutions Limited
30:23:CD,FUJIAN STAR-NET COMMUNICATION CO.
70:B3:D5:9B:D,Signal Processing Devices Sweden AB
00:0A:4F,Brain Boxes Limited
8C:1F:64:C6:E,SAFE INSTRUMENTS
F8:02:78:F,Private
10:B3:C6,Cisco Systems
00:13:64,Paradigm Technology Inc..
8C:1F:64:D6:9,ADiCo Corporation
D4:6A:6A,Hon Hai Precision Ind. Co.
00:0A:33,Emulex Corporation
8C:1F:64:76:7,CAES Systems LLC
0C:86:29:B,Akribis Systems
40:D8:55:05:1,CS Instruments Asia
70:B3:D5:BD:1,CableLabs
18:2C:91,Concept Development
38:F0:BB,CompuSoft AS
70:B3:D5:CC:A,SIEMENS AS
00:0E:3D,Televic N.V.
00:50:C2:50:7,Micro Connect Pty Ltd
F0:22:1D,IEEE Registration Authority
40:D8:55:0F:B,InfoMac Sp. z o. o. Sp. k.
1C:21:D1:6,Wuhan TieChi Detection Technology Co.
4C:BC:98:6,Humanplus Intelligent Robotics Technology Co.
8C:B6:C5,Mimosa Networks
8C:1E:CB,Nanjing Jiahao Technology Co.
08:3A:8D,Espressif Inc.
F0:0E:1D,Megafone Limited
B0:08:BF,Vital Connect
90:E7:C4,HTC Corporation
A0:71:A9,Nokia Corporation
4C:BC:98:B,Dongguan SmartAction Technology Co.
A0:20:A6,Espressif Inc.
2C:79:D7,Sagemcom Broadband SAS
74:24:9F,TIBRO Corp.
6C:71:BD,EZELINK TELECOM
C4:29:1D,KLEMSAN ELEKTRIK ELEKTRONIK SAN.VE TIC.AS.
00:0C:63,Zenith Electronics Corporation
00:0A:6D,EKS Elektronikservice GmbH
A0:AF:BD,Intel Corporate
70:B3:D5:2C:E,KDT
70:B3:D5:25:3,Wimate Technology Solutions Private Limited
3C:42:7E:D,ROBOX SMART MOTION (WUHU) CO.
1C:C0:89,Silicon Laboratories
8C:1F:64:D4:0,Breas Medical AB
10:A7:43,SK Mtek Limited
14:9F:E8,Lenovo Mobile Communication Technology Ltd.
00:50:C2:C6:7,Practical Control Ltd
44:DA:30,Apple
00:50:5F,BRAND INNOVATORS
34:29:8F:4,ISRA Vision AG
00:50:C2:2E:A,QUBIsoft S.r.l.
0A:AB:8C,Midwest Microwave Solutions Inc.
10:90:FA,New H3C Technologies Co.
DC:EF:CA,Murata Manufacturing Co.
F4:06:16,Apple
40:D8:55:13:7,GDE Polska
70:B3:D5:89:F,Levelup Holding
3A:35:41,Raspberry Pi (Trading) Ltd
00:0C:23,Beijing Lanchuan Tech. Co.
48:EE:07,Silver Palm Technologies LLC
9C:4E:8E,ALT Systems Ltd
D0:FC:CC,Samsung Electronics Co.
2C:A0:42,Huawei Device Co.
40:D8:55:06:F,DORLET SAU
F8:79:28,zte corporation
BC:97:40:6,Shenzhen Colorwin Optical Technology Co.
00:25:FD,OBR Centrum Techniki Morskiej S.A.
78:84:3C,Sony Corporation
00:0C:7F,synertronixx GmbH
04:11:19:B,Hubei Baobao Intelligent Technology Co.
00:0B:4F,Verifone
A4:EF:15,AltoBeam (China) Inc.
8C:AE:49:2,SEVERIN Elektroger??te GmbH
70:C6:DD,New H3C Technologies Co.
40:B8:2D,Ruckus Wireless
70:B3:D5:D6:1,VITEC
48:E6:63:1,Nanning Nislight Communication Technology Co.
00:30:6A,PENTA MEDIA CO.
00:1D:BC,Nintendo Co.
8C:1F:64:91:8,Abbott Diagnostics Technologies AS
54:08:53,Qingdao Haier Technology Co.
00:50:C2:87:E,SCM PRODUCTS
00:0F:08,Indagon Oy
18:71:17,eta plus electronic gmbh
00:19:C2,Equustek Solutions
98:7D:DD,China Mobile Group Device Co.
B0:5A:7B,Huawei Device Co.
B0:B3:69,Shenzhen SDMC Technology CO.
00:60:4C,Sagemcom Broadband SAS
00:17:9A,D-Link Corporation
08:F8:0D:4,FG-Lab Inc.
F0:D1:B8,LEDVANCE
20:CE:2A:A,MeshPlusPlus
00:0F:51,Azul Systems
8C:1F:64:37:D,Season Electronics Ltd
00:50:C2:59:6,SPANSION
00:24:FA,Hilger u. Kern GMBH
00:09:59,Sitecsoft
00:23:27,Shouyo Electronics CO.
14:E4:EC,mLogic LLC
00:11:EB,Innovative Integration
44:9B:78,The Now Factory
70:B3:D5:59:6,Mencom Corporation
00:18:AA,Protec Fire Detection plc
A0:28:33:B,FlexLink AB
00:A0:1D,Red Lion Controls
00:50:C2:83:5,Communications Laboratories Inc
9C:50:D1,Murata Manufacturing Co.
20:D3:90,Samsung Electronics Co.
00:0A:FA,Traverse Technologies Australia
00:13:EA,Kamstrup AS
00:00:41,ICE CORPORATION
0C:2D:89,QiiQ Communications Inc.
5C:64:7A,HUAWEI TECHNOLOGIES CO.
1C:1E:E3,Hui Zhou Gaoshengda Technology Co.
D8:8A:DC,Huawei Device Co.
C0:3C:04,Sagemcom Broadband SAS
70:B3:D5:69:2,HOSIN INDUSTRIAL LIMITED
B0:C5:CA:B,RISECOMM  (HK) TECHNOLOGY CO. LIMITED
00:BB:01,OCTOTHORPE CORP.
00:71:47,Amazon Technologies Inc.
EC:A8:6B,Elitegroup Computer Systems Co.
70:B3:D5:95:3,Spectrum Techniques
00:0F:C1,WAVE Corporation
00:50:C2:5E:6,Musatel
00:02:B8,WHI KONSULT AB
00:50:C2:A4:E,Conduant Corporation
70:B3:D5:B7:C,Electronic Navigation Ltd
2C:4D:79,WEIFANG GOERTEK ELECTRONICS CO.
C0:18:03,HP Inc.
58:27:8C,BUFFALO.INC
74:E1:4A:4,open joint stock company YUG-SISTEMA plus
70:3A:51,Xiaomi Communications Co Ltd
00:00:F8,DIGITAL EQUIPMENT CORPORATION
70:B3:D5:E5:8,Thurlby Thandar Instruments LTD
70:B3:D5:3C:C,TerOpta Ltd
34:C9:F0,LM Technologies Ltd
5C:B4:7E,Intel Corporate
9C:E5:49:8,Hemla Group AB
9C:D2:1E,Hon Hai Precision Ind. Co.
70:B3:D5:78:A,Hills Health Solutions
9C:69:B4:9,Teptron AB
00:14:AF,Datasym POS Inc.
4C:F5:5B,HUAWEI TECHNOLOGIES CO.
A0:EF:84,Seine Image Intl Co.
50:00:E0,Cisco Systems
00:26:A8,DAEHAP HYPER-TECH
8C:1F:64:BF:8,CDSI
50:62:55:C,AED Distribution
A4:5E:60,Apple
30:29:2B,eero inc.
94:59:2D,EKE Building Technology Systems Ltd
EC:46:54,Apple
40:D8:55:17:1,Sicon srl
D0:D0:FD,Cisco Systems
38:16:72,Shenzhen SuperElectron Technology Co.
08:DF:1F,Bose Corporation
68:65:B7,Zhishang Chuanglian Technology Co.
AC:16:15,Apple
54:DE:D0,Sevio Srl
C8:6C:87,Zyxel Communications Corporation
00:00:66,TALARIS SYSTEMS
88:9A:FF,SystemX Co.
0C:79:55,Hui Zhou Gaoshengda Technology Co.
94:17:00,Xiaomi Communications Co Ltd
30:E2:71,Fsas Technologies Inc.
64:00:2D,Powerlinq Co.
FC:F1:36,Samsung Electronics Co.
BC:4E:3C,CORE STAFF CO.
00:50:C2:B9:2,ABB Transmission and Distribution Automation Equipment (Xiamen) Co.
EC:98:C1,Beijing Risbo Network Technology Co.
60:D7:55,HUAWEI TECHNOLOGIES CO.
C4:EB:42,Sagemcom Broadband SAS
94:29:57,Airpo Networks Technology Co.
00:D0:E7,VCON TELECOMMUNICATION LTD.
B4:62:93,Samsung Electronics Co.
28:D5:76,Premier Wireless
00:50:C2:4E:5,Sedo Systems Ltd
00:50:C2:58:2,AllSun AS
18:06:75,Dilax Intelcom GmbH
DC:82:F6,iPort
F8:02:78:0,Digatron Power Electronics GmbH
00:0B:EC,NIPPON ELECTRIC INSTRUMENT
00:18:59,Strawberry Linux Co.
C0:06:C3,TP-Link Corporation Limited
60:D7:E3:6,Ameli s.r.l.
00:13:B9,BM SPA
A0:3D:6F,Cisco Systems
00:50:C2:6F:1,ITS Telecom
24:1D:48,Sichuan Tianyi Comheart Telecom Co.
00:0B:7A,L-3 Linkabit
00:04:6D,Cisco Systems
00:0F:85,ADDO-Japan Corporation
98:A7:B0,MCST ZAO
E8:92:18,Arcontia International AB
44:A9:2C:1,uimcom
70:B3:D5:D7:7,Portrait Displays
00:50:C2:97:0,Tsuji Electronics Co.
00:10:74,ATEN INTERNATIONAL CO.
6C:27:C8,IEEE Registration Authority
00:05:FA,IPOptical
F4:0E:11:0,realphone technology co.
34:A3:95,Apple
80:0B:51,Chengdu XGimi Technology Co.
D4:99:6C,Juniper Networks
E0:2C:F3,MRS Electronic GmbH
00:A0:12,Telco Systems
2C:27:9E:E,Amaryllo International Inc.
E8:F2:E2,LG Innotek
40:D8:55:15:4,iart
00:1E:E8,Mytek
C8:EE:75,Pishion International Co. Ltd
78:99:5C,Nationz Technologies Inc
40:ED:98:6,Shanghai Broadwan Communications Co.
8C:1F:64:33:8,Rheingold Heavy LLC
70:B3:D5:25:9,Zebra Elektronik A.S.
00:A0:20,CITICORPTTI
8C:1F:64:41:B,ENERGY POWER PRODUCTS LIMITED
00:01:1A,Hoffmann und Burmeister GbR
8C:1F:64:BE:1,Geolux
70:B3:D5:47:8,TouchnetOneCard
00:19:D7,FORTUNETEK CO.
E8:DA:AA,VideoHome Technology Corp.
70:B3:D5:8C:F,Dainichi Denshi???Co.
00:26:77,DEIF AS
C4:A1:0E:2,Wistron InfoComn (Kunshan) Co.
8C:1F:64:82:2,IP Devices
00:50:C2:C5:2,Smartfield
8C:1F:64:B8:3,ShenZhen Australis Electronic Technology Co.
80:0A:80,IEEE Registration Authority
00:22:91,Cisco Systems
E4:1E:0A:C,TELETASK BELGIUM
00:3D:E1,Huawei Device Co.
28:D9:8A,Hangzhou Konke Technology Co.
A0:C2:0D,Huawei Device Co.
70:B3:D5:D1:C,Specialised Imaging Limited
84:83:19,Hangzhou Zero Zero Technology Co.
D8:80:83,CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.
00:55:DA:8,BroadSoft
60:D4:E9,GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.
C0:67:AF,Cisco Systems
00:C0:17,NetAlly
2A:7F:76,Wireless Broadband Alliance
F0:51:EA,Fitbit
00:03:DD,Comark Interactive Solutions
B4:4B:D6:E,CHUNGHSIN INTERNATIONAL ELECTRONICS CO.
70:B3:D5:6C:2,TEX COMPUTER SRL 
64:72:D8,GooWi Technology Co.
EC:A6:2F,HUAWEI TECHNOLOGIES CO.
0C:51:01,Apple
70:B3:D5:36:D,Cyberteam Sp z o o
48:A0:F8,Fiberhome Telecommunication Technologies Co.
00:02:0A,Gefran Spa
70:B3:D5:2B:3,HAS co.
5C:A3:9D,SAMSUNG ELECTRO MECHANICS CO.
00:02:A7,Vivace Networks
28:C6:8E,NETGEAR
00:03:E0,ARRIS Group
00:03:74,Control Microsystems
00:30:A9,Netiverse
00:50:C2:D0:3,Peekel Instruments B.V.
78:D4:F1:E,Blue Sparq
F0:D7:AF:A,MSTAR TECHNOLOGIES
70:B3:D5:EB:2,Shooter Detection Systems
70:B3:D5:CD:E,Multipure International
DC:E5:33:0,FLYHT Aerospace
00:18:BF,Essence Technology Solution
80:69:1A,Belkin International Inc.
58:20:59,Xiaomi Communications Co Ltd
50:5E:24,zte corporation
A8:A0:89,Tactical Communications
DC:33:0D,QING DAO HAIER TELECOM CO.
70:B3:D5:C7:A,ENTEC Electric  Electronic Co.
C0:95:73,AIxLink
B8:02:A4,Aeonsemi
2C:1A:01,HUAWEI TECHNOLOGIES CO.
00:50:C2:4B:9,Rose Technologies
1C:83:41,Hefei Bitland Information Technology Co.Ltd
30:BD:13,Zyxel Communications Corporation
C4:61:C7,Microsoft Corporation
00:12:AD,VIVAVIS AG
00:50:C2:99:7,Depro ??lectronique
50:03:CF,CANON INC.
40:D8:55:12:E,Canfield Scientific
F0:24:75,Apple
00:50:9E,Les Technologies SoftAcoustik Inc.
78:36:07,Cermate Technologies Inc.
10:8C:CF,Cisco Systems
A4:D9:90,Samsung Electronics Co.
30:09:F9:6,Beijing Mydreamplus Information Technology Co.
70:B3:D5:17:1,Aetina Corporation
00:11:A9,MOIMSTONE Co.
A8:43:A4,China Dragon Technology Limited
00:1B:0E,InoTec GmbH Organisationssysteme
2C:2D:48,bct electronic GesmbH
00:A0:AC,GILAT SATELLITE NETWORKS
00:1C:14,VMware
38:BD:7A,Aruba
00:1E:CD,KYLAND Technology Co. LTD
00:0A:96,MEWTEL TECHNOLOGY INC.
30:83:98,Espressif Inc.
D8:E2:DF,Microsoft Corporation
00:27:05,Sectronic
00:50:C2:09:F,MetaWave Vedeo Systems
44:A6:42,Hangzhou Hikvision Digital Technology Co.
00:17:4F,iCatch Inc.
EC:41:F9,Shenzhen iComm Semiconductor CO.
98:A9:65,AVM Audiovisuelles Marketing und Computersysteme GmbH
C0:BF:BE,AzureWave Technology Inc.
DC:84:E9,Shenzhen Qihoo Intelligent Technology Co.
